,eid,title,publicationName,coverDate,refcount,citedby_count,doi
0,2-s2.0-85049981069,Hosting capacity of large scale PV power station in future distribution networks,"2017 IEEE Innovative Smart Grid Technologies - Asia: Smart Grid for Smart Community, ISGT-Asia 2017",2018-06-08,13,14,10.1109/ISGT-Asia.2017.8378405
0,2-s2.0-85076830334,Maximizing PV hosting capacity of distribution feeder microgrid,Applied Energy,2020-03-01,47,13,10.1016/j.apenergy.2019.114400
0,2-s2.0-85046252866,A comprehensive solar PV hosting capacity in MV and LV radial distribution networks,"2017 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2017 - Proceedings",2017-07-01,29,13,10.1109/ISGTEurope.2017.8260210
0,2-s2.0-85010034607,Utility-scale DG planning using location-specific hosting capacity analysis,IEEE PES Innovative Smart Grid Technologies Conference Europe,2016-12-22,18,13,10.1109/ISGT-Asia.2016.7796519
0,2-s2.0-85065022626,Enhanced Electric Vehicle Integration in the UK Low-Voltage Networks With Distributed Phase Shifting Control,IEEE Access,2019-01-01,28,13,10.1109/ACCESS.2019.2909990
0,2-s2.0-85029188599,Cost-Benefit Analysis of Battery Storage System for Voltage Compliance in Distribution Grids with High Distributed Generation,Energy Procedia,2016-01-01,19,13,10.1016/j.egypro.2016.10.112
0,2-s2.0-84961674074,Maximum PV size limited by the impact to distribution protection,"2015 IEEE 42nd Photovoltaic Specialist Conference, PVSC 2015",2015-12-14,12,13,10.1109/PVSC.2015.7356166
0,2-s2.0-85061816208,Increasing Distribution Grid Hosting Capacity through Optimal Network Reconfiguration,"2018 North American Power Symposium, NAPS 2018",2019-01-02,23,13,10.1109/NAPS.2018.8600645
0,2-s2.0-84951336054,PV integration in Low-Voltage feeders with Demand Response,"2015 IEEE Eindhoven PowerTech, PowerTech 2015",2015-08-31,13,13,10.1109/PTC.2015.7232251
0,2-s2.0-84866889118,Distribution network analysis: A comparison between hosting and loading capacities,"SPEEDAM 2012 - 21st International Symposium on Power Electronics, Electrical Drives, Automation and Motion",2012-10-05,26,13,10.1109/SPEEDAM.2012.6264635
0,2-s2.0-85051404569,On the Classification of low voltage feeders for network planning and hosting capacity studies,Energies,2018-02-25,33,13,10.3390/en11030651
0,2-s2.0-85001821052,Network reconfiguration with relaxed radiality constraint for increased hosting capacity of distribution systems,IEEE Power and Energy Society General Meeting,2016-11-10,27,13,10.1109/PESGM.2016.7741555
0,2-s2.0-85014107031,Assessing the photovoltaic (PV) hosting capacity of distribution grids,IET Conference Publications,2016-01-01,6,13,10.1049/cp.2016.1051
0,2-s2.0-85008945774,Assessing distribution network hosting capacity with the addition of soft open points,IET Conference Publications,2016-01-01,21,13,10.1049/cp.2016.0553
0,2-s2.0-85090877063,Photovoltaic generation impact analysis in low voltage distribution grids,Energies,2020-09-01,26,12,10.3390/en13174347
0,2-s2.0-85027453077,Increasing the hosting capacity of RES in distribution grids by active power control,International ETG Congress 2015; Die Energiewende - Blueprints for the New Energy Age,2015-01-01,6,12,
0,2-s2.0-85017592332,Geo-Information Is Power: Using Geographical Information Systems to Assess Rooftop Photovoltaics in Costa Rica,IEEE Power and Energy Magazine,2017-03-01,5,12,10.1109/MPE.2016.2637158
0,2-s2.0-85039046298,Constraint models of voltage fluctuation limit on OLTC/SVR caused by DG power fluctuation and generator disconnection to assess their impacts on DG penetration limit,"IET Generation, Transmission and Distribution",2017-11-30,33,12,10.1049/iet-gtd.2017.0813
0,2-s2.0-84890175584,"Selective compensation of reactive, unbalance, and distortion power in smart grids by synergistic control of distributed switching power interfaces","2013 15th European Conference on Power Electronics and Applications, EPE 2013",2013-12-17,17,12,10.1109/EPE.2013.6634622
0,2-s2.0-85006722002,Determining PV hosting capacity without incurring grid integration cost,"NAPS 2016 - 48th North American Power Symposium, Proceedings",2016-11-17,14,12,10.1109/NAPS.2016.7747939
0,2-s2.0-85002271306,Statistical analysis of feeder and locational PV hosting capacity for 216 feeders,IEEE Power and Energy Society General Meeting,2016-11-10,21,12,10.1109/PESGM.2016.7741269
0,2-s2.0-84991311741,Locational sensitivity investigation on PV hosting capacity and fast track PV screening,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,2016-07-22,8,12,10.1109/TDC.2016.7519878
0,2-s2.0-84890873240,Cost-benefit analysis of central and local voltage control provided by distributed generators in MV networks,"2013 IEEE Grenoble Conference PowerTech, POWERTECH 2013",2013-12-27,14,12,10.1109/PTC.2013.6652333
0,2-s2.0-85034745566,Assessment of the hosting capacity in distribution networks with different DG location,"2017 IEEE Manchester PowerTech, Powertech 2017",2017-07-13,18,12,10.1109/PTC.2017.7981243
0,2-s2.0-85082477007,Convex inner approximation of the feeder hosting capacity limits on dispatchable demand,Proceedings of the IEEE Conference on Decision and Control,2019-12-01,22,12,10.1109/CDC40024.2019.9029373
0,2-s2.0-85045894822,Stochastic evaluation of distribution network hosting capacity: Evaluation of the benefits introduced by smart grid technology,"2017 AEIT International Annual Conference: Infrastructures for Energy and ICT: Opportunities for Fostering Innovation, AEIT 2017",2017-12-26,9,12,10.23919/AEIT.2017.8240490
0,2-s2.0-85080405776,AMI Data Quality and Collection Method Considerations for Improving the Accuracy of Distribution Models,Conference Record of the IEEE Photovoltaic Specialists Conference,2019-06-01,24,12,10.1109/PVSC40753.2019.8981211
0,2-s2.0-84890868014,Coordinated voltage control in medium and low voltage distribution networks with wind power and photovoltaics,"2013 IEEE Grenoble Conference PowerTech, POWERTECH 2013",2013-12-27,12,12,10.1109/PTC.2013.6652349
0,2-s2.0-85100832079,Optimal Allocation of Renewable Sources and Energy Storage Systems in Partitioned Power Networks to Create Supply-Sufficient Areas,IEEE Transactions on Sustainable Energy,2021-04-01,24,12,10.1109/TSTE.2020.3029104
0,2-s2.0-85041725147,New challenges to wind energy voltage control. Survey of recent practice and literature review,IET Renewable Power Generation,2018-02-26,114,11,10.1049/iet-rpg.2017.0065
0,2-s2.0-85103782657,Optimal Smart Inverter Control for PV and BESS to Improve PV Hosting Capacity of Distribution Networks Using Slime Mould Algorithm,IEEE Access,2021-01-01,32,11,10.1109/ACCESS.2021.3070155
0,2-s2.0-84956861421,Exploring the concept of hosting capacity for harmonic distortions assessment,IEEE Power and Energy Society General Meeting,2015-09-30,26,11,10.1109/PESGM.2015.7286552
0,2-s2.0-85034784751,Evaluation of PV hosting capacity of distribuion grids considering a solar roof potential analysis - Comparison of different algorithms,"2017 IEEE Manchester PowerTech, Powertech 2017",2017-07-13,16,11,10.1109/PTC.2017.7981017
0,2-s2.0-85094994746,Fast Probabilistic Hosting Capacity Analysis for Active Distribution Systems,IEEE Transactions on Smart Grid,2021-05-01,43,11,10.1109/TSG.2020.3038651
0,2-s2.0-85006760692,Determination of photovoltaic hosting capacity on radial electric distribution feeders,"2016 IEEE International Conference on Power System Technology, POWERCON 2016",2016-11-22,8,11,10.1109/POWERCON.2016.7753969
0,2-s2.0-84873420118,Continuity of supply and voltage quality in the electricity network of the future,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2012-12-01,10,11,10.1109/ICHQP.2012.6381161
0,2-s2.0-85060381670,Impacts of voltage control methods on distribution circuit’s photovoltaic (PV) integration limits,Inventions,2017-12-01,35,11,10.3390/inventions2040028
0,2-s2.0-85088857833,Solutions to increase PV hosting capacity and provision of services from flexible energy resources,Applied Sciences (Switzerland),2020-08-01,45,11,10.3390/app10155146
0,2-s2.0-85085486086,Mitigation of overvoltage due to high penetration of solar photovoltaics using smart inverters volt/var control,Indonesian Journal of Electrical Engineering and Computer Science,2020-09-01,26,11,10.11591/ijeecs.v19.i3.pp1259-1266
0,2-s2.0-85065526575,Comparison of local volt/var control strategies for PV hosting capacity enhancement of low voltage feeders,Energies,2019-01-01,26,11,10.3390/en12081560
0,2-s2.0-85094959172,Phase identification using co-association matrix ensemble clustering,IET Smart Grid,2020-08-01,48,11,10.1049/iet-stg.2019.0280
0,2-s2.0-85040166302,Increasing the hosting capacity for renewable energy in distribution networks,"2017 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2017",2017-10-26,17,11,10.1109/ISGT.2017.8086006
0,2-s2.0-85091321703,Comparison of Voltage Control by Inverters for Improving the PV Penetration in Low Voltage Networks,IEEE Access,2020-01-01,26,11,10.1109/ACCESS.2020.3021079
0,2-s2.0-85082961500,Probabilistic assessment of hybridwind-pv hosting capacity in distribution systems,Sustainability (Switzerland),2020-03-01,41,11,10.3390/su12062183
0,2-s2.0-85052086119,Impacts of a medium voltage direct current link on the performance of electrical distribution networks,Applied Energy,2018-11-15,49,11,10.1016/j.apenergy.2018.08.077
0,2-s2.0-84897703948,Network reconfiguration and storage systems for the hosting capacity improvement,IET Conference Publications,2013-12-01,9,10,10.1049/cp.2013.1267
0,2-s2.0-85046278950,Improvement of RES hosting capacity using a central energy storage system,"2017 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2017 - Proceedings",2017-07-01,27,10,10.1109/ISGTEurope.2017.8260102
0,2-s2.0-85050342852,A linear method for determining the hosting capacity of radial distribution systems,"2017 Australasian Universities Power Engineering Conference, AUPEC 2017",2018-02-05,20,10,10.1109/AUPEC.2017.8282428
0,2-s2.0-85076720873,Determining Maximum Hosting Capacity of Electric Distribution Systems to Electric Vehicles,"2019 IEEE Industry Applications Society Annual Meeting, IAS 2019",2019-09-01,25,10,10.1109/IAS.2019.8911848
0,2-s2.0-85010031029,Integration of smart grid technologies for voltage regulation in low voltage distribution grids,IEEE PES Innovative Smart Grid Technologies Conference Europe,2016-12-22,18,10,10.1109/ISGT-Asia.2016.7796514
0,2-s2.0-85067441204,Sensitivity of hosting capacity to data resolution and uncertainty modeling,"Australasian Universities Power Engineering Conference, AUPEC 2018",2018-11-01,23,10,10.1109/AUPEC.2018.8757980
0,2-s2.0-85119195969,Review of AI applications in harmonic analysis in power systems,Renewable and Sustainable Energy Reviews,2022-02-01,252,10,10.1016/j.rser.2021.111897
0,2-s2.0-85046266637,Spatial load forecasting of electric vehicle charging using GIS and diffusion theory,"2017 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2017 - Proceedings",2017-07-01,31,10,10.1109/ISGTEurope.2017.8260172
0,2-s2.0-85029770853,Zonal voltage control combined day-ahead scheduling and real-time control for distribution networks with high proportion of PVs,Energies,2017-01-01,30,10,10.3390/en10101464
0,2-s2.0-85052203100,Feeder Voltage Profile Design for Energy Conservation and PV Hosting Capacity Enhancement,Electric Power Systems Research,2018-11-01,39,10,10.1016/j.epsr.2018.08.006
0,2-s2.0-85045926856,Wind power generation planning by utilizing the reactive power capabilities of generators,"2017 Asian Conference on Energy, Power and Transportation Electrification, ACEPT 2017",2017-12-05,15,10,10.1109/ACEPT.2017.8168611
0,2-s2.0-85102616428,Solar PV stochastic hosting capacity in distribution networks considering aleatory and epistemic uncertainties,International Journal of Electrical Power and Energy Systems,2021-09-01,53,10,10.1016/j.ijepes.2021.106928
0,2-s2.0-85046345011,Toward optimal multi-period network reconfiguration for increasing the hosting capacity of distribution networks,IEEE Power and Energy Society General Meeting,2018-01-29,14,9,10.1109/PESGM.2017.8274614
0,2-s2.0-84870606954,A methodology for evaluating PEVs hosting capacity margins in distribution grids,IEEE Power and Energy Society General Meeting,2012-12-11,5,9,10.1109/PESGM.2012.6344800
0,2-s2.0-85091766782,Dynamic hosting capacity analysis for distributed photovoltaic resources—Framework and case study,Applied Energy,2020-12-15,38,9,10.1016/j.apenergy.2020.115633
0,2-s2.0-84990949430,Evaluation of impact of integrated distributed generation on distribution network based on time-series analysis,"China International Conference on Electricity Distribution, CICED",2016-09-23,8,9,10.1109/CICED.2016.7576171
0,2-s2.0-85069499026,Connection of solar PV to LV networks: Considerations for maximum penetration level,"Australasian Universities Power Engineering Conference, AUPEC 2018",2018-11-01,16,9,10.1109/AUPEC.2018.8757962
0,2-s2.0-85053846464,Voltage Control in Active Distribution Grids: A Review and a New Set-Up Procedure for Local Control Laws,"SPEEDAM 2018 - Proceedings: International Symposium on Power Electronics, Electrical Drives, Automation and Motion",2018-08-23,62,9,10.1109/SPEEDAM.2018.8445387
0,2-s2.0-85126327005,Towards Increasing Hosting Capacity of Modern Power Systems through Generation and Transmission Expansion Planning,Sustainability (Switzerland),2022-03-01,56,9,10.3390/su14052998
0,2-s2.0-84897691400,"Hosting capacity of LV distribution grids for small distributed generation units, referring to voltage level and unbalance",IET Conference Publications,2013-12-01,2,9,10.1049/cp.2013.1171
0,2-s2.0-85047385384,Hosting capacity of low-voltage grids for distributed generation: Classification by means of machine learning techniques,Applied Soft Computing Journal,2018-09-01,57,9,10.1016/j.asoc.2018.05.007
0,2-s2.0-85107332291,Increasing distributed generation hosting capacity in distribution systems via optimal coordination of electric vehicle aggregators,"IET Generation, Transmission and Distribution",2021-01-01,29,9,10.1049/gtd2.12026
0,2-s2.0-84876050935,Distribution system augmented by DC links for increasing the hosting capacity of PV generation,"PEDES 2012 - IEEE International Conference on Power Electronics, Drives and Energy Systems",2012-12-01,14,9,10.1109/PEDES.2012.6484382
0,2-s2.0-85063915355,Probabilistic method for distribution network electric vehicle hosting capacity assessment based on combined cumulants and gram-charlier expansion,Energy Procedia,2019-01-01,9,9,10.1016/j.egypro.2019.01.643
0,2-s2.0-84964556185,Increasing PV hosting capacity in LV grids with a probabilistic planning approach,"Proceedings - 2015 International Symposium on Smart Electric Distribution Systems and Technologies, EDST 2015",2015-11-02,5,9,10.1109/SEDST.2015.7315266
0,2-s2.0-85077279624,Hosting Capacity Enhancement in Distribution System in Highly Trenchant Photo-Voltaic Environment: A Hardware in Loop Approach,IEEE Access,2020-01-01,27,9,10.1109/ACCESS.2019.2962263
0,2-s2.0-85124249929,An Overview of Soft Open Points in Electricity Distribution Networks,IEEE Transactions on Smart Grid,2022-05-01,97,9,10.1109/TSG.2022.3148599
0,2-s2.0-85049258141,Hosting capacity of LV residential grid for uncoordinated ev charging,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2018-06-08,17,9,10.1109/ICHQP.2018.8378892
0,2-s2.0-85115156886,Inequitable access to distributed energy resources due to grid infrastructure limits in California,Nature Energy,2021-09-01,70,9,10.1038/s41560-021-00887-6
0,2-s2.0-85053221886,Marginal Hosting Capacity Calculation for Electric Vehicle Integration in Active Distribution Networks,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,2018-08-17,17,9,10.1109/TDC.2018.8440134
0,2-s2.0-85077816877,Distributed load management scheme to increase PV hosting capacity in LV feeders,IET Renewable Power Generation,2020-01-06,33,8,10.1049/iet-rpg.2019.0159
0,2-s2.0-85063757383,Affine arithmetic for efficient and reliable resolution of weather-based uncertainties in optimal power flow problems,International Journal of Electrical Power and Energy Systems,2019-09-01,35,8,10.1016/j.ijepes.2019.03.022
0,2-s2.0-85041508599,A Strengthened SOCP-based Approach for Evaluating the Distributed Generation Hosting Capacity with Soft Open Points,Energy Procedia,2017-01-01,6,8,10.1016/j.egypro.2017.12.394
0,2-s2.0-85050297252,Assessment of the PV hosting capacity for the medium-voltage 11.4 kV distribution feeder,"Proceedings of 4th IEEE International Conference on Applied System Innovation 2018, ICASI 2018",2018-06-22,8,8,10.1109/ICASI.2018.8394262
0,2-s2.0-80053343855,Recharging of EV in a typical Italian urban area: Evaluation of the hosting capacity,"2011 IEEE PES Trondheim PowerTech: The Power of Technology for a Sustainable Society, POWERTECH 2011",2011-10-05,15,8,10.1109/PTC.2011.6019450
0,2-s2.0-85054252501,Two-Stage Distribution Circuit Design Framework for High Levels of Photovoltaic Generation,IEEE Transactions on Power Systems,2019-11-01,31,8,10.1109/TPWRS.2018.2871640
0,2-s2.0-85110142317,Mpc based energy management system for hosting capacity of pvs and customer load with ev in stand-alone microgrids,Energies,2021-07-01,27,8,10.3390/en14134041
0,2-s2.0-85074102168,Assessment of Photovoltaic Hosting Capacity of Existing Distribution Circuits,"2019 IEEE Canadian Conference of Electrical and Computer Engineering, CCECE 2019",2019-05-01,16,8,10.1109/CCECE.2019.8861957
0,2-s2.0-84870617500,A DSO-oriented mathematical model for dispersed generation management on MV networks,IEEE Power and Energy Society General Meeting,2012-12-11,17,8,10.1109/PESGM.2012.6344600
0,2-s2.0-84986563703,Maximizing hosting capacity of distributed generation by network reconfiguration in distribution system,"19th Power Systems Computation Conference, PSCC 2016",2016-08-10,28,8,10.1109/PSCC.2016.7540965
0,2-s2.0-85103243528,Enhancing hosting capacity of intermittent wind turbine systems using bi-level optimisation considering oltc and electric vehicle charging stations,IET Renewable Power Generation,2020-12-14,35,8,10.1049/iet-rpg.2020.0837
0,2-s2.0-28644445551,Voltage control in distribution systems as a limitation of the hosting capacity for distributed energy resources,IEE Conference Publication,2005-12-14,4,8,
0,2-s2.0-84901930169,Assessing the benefits of meshed operation of LV feeders with low carbon technologies,"2014 IEEE PES Innovative Smart Grid Technologies Conference, ISGT 2014",2014-01-01,12,8,10.1109/ISGT.2014.6816494
0,2-s2.0-85046273385,A relax and reduce sequential decomposition rolling horizon algorithm to value dynamic network reconfiguration in smart distribution grid,"2017 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2017 - Proceedings",2017-07-01,25,8,10.1109/ISGTEurope.2017.8260094
0,2-s2.0-85032367597,Joint Optimal Pricing and Electrical Efficiency Enforcement for Rational Agents in Microgrids,IEEE Access,2017-01-01,42,8,10.1109/ACCESS.2017.2750242
0,2-s2.0-85056458423,Modelling and allocation planning of voltagesourced converters to improve the rooftop PV hosting capacity and energy efficiency of distribution networks,"IET Generation, Transmission and Distribution",2018-11-13,27,8,10.1049/iet-gtd.2018.5692
0,2-s2.0-85058228785,Optimal SVC placement for Maximizing Photovoltaic Hosting Capacity in Distribution Network,IFAC-PapersOnLine,2018-01-01,20,8,10.1016/j.ifacol.2018.11.728
0,2-s2.0-85050335962,Demand response scheduling to support distribution networks operation using rolling multi-period optimization,Journal of Process Control,2019-02-01,31,8,10.1016/j.jprocont.2018.07.005
0,2-s2.0-85084116113,A coordinated voltage control for overvoltage mitigation in LV distribution grids,Energies,2020-04-01,30,8,10.3390/en13082007
0,2-s2.0-85046290846,Photovoltaic hosting capacity of feeders with reactive power control and tap changers,"2017 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2017 - Proceedings",2017-07-01,23,8,10.1109/ISGTEurope.2017.8260243
0,2-s2.0-85074082407,Hosting Capacity Improvement Using Reactive Power Control Strategy of Rooftop PV Inverters,"Proceedings of 2019 the 7th International Conference on Smart Energy Grid Engineering, SEGE 2019",2019-08-01,11,7,10.1109/SEGE.2019.8859888
0,2-s2.0-85087982549,Hosting capacity for smart power grids,Hosting Capacity for Smart Power Grids,2020-01-01,,7,10.1007/978-3-030-40029-3
0,2-s2.0-85026787962,Improving the hosting capacity of photovoltaic distributed generators in low voltage distribution systems by using demand response,"Conference Proceedings - 2017 17th IEEE International Conference on Environment and Electrical Engineering and 2017 1st IEEE Industrial and Commercial Power Systems Europe, EEEIC / I and CPS Europe 2017",2017-07-12,14,7,10.1109/EEEIC.2017.7977753
0,2-s2.0-85057723269,Distribution systems hosting capacity assessment: Relaxation and linearization,"Smart Power Distribution Systems: Control, Communication, and Optimization",2018-01-01,16,7,10.1016/B978-0-12-812154-2.00023-7
0,2-s2.0-85077078760,Sizing power transformers in power systems planning using thermal rating,International Journal of Electrical Power and Energy Systems,2020-06-01,16,7,10.1016/j.ijepes.2019.105781
0,2-s2.0-85122442854,Current Harmonic Aggregation Cases for Contemporary Loads,Energies,2022-01-01,30,7,10.3390/en15020437
0,2-s2.0-85017363151,A reconfiguration strategy for active distribution network with electric vehicles,"2016 International Conference on Smart Grid and Clean Energy Technologies, ICSGCE 2016",2017-03-10,19,7,10.1109/ICSGCE.2016.7876044
0,2-s2.0-85079049972,On the Interplay between SVCs and Smart Inverters for Managing Voltage on Distribution Networks,IEEE Power and Energy Society General Meeting,2019-08-01,12,7,10.1109/PESGM40551.2019.8973743
0,2-s2.0-84988354724,Sizing of photovoltaic power and storage system for optimized hosting capacity,EEEIC 2016 - International Conference on Environment and Electrical Engineering,2016-08-29,8,7,10.1109/EEEIC.2016.7555857
0,2-s2.0-85057744026,Distributionally robust distributed generation hosting capacity assessment in distribution systems,Energies,2018-11-01,36,7,10.3390/en11112981
0,2-s2.0-85091803725,Parallel Computing and Multicore Platform to Assess Electric Vehicle Hosting Capacity,IEEE Transactions on Industry Applications,2020-09-01,21,7,10.1109/TIA.2020.3004287
0,2-s2.0-85092902700,Maximization of distribution network hosting capacity through optimal grid reconfiguration and distributed generation capacity allocation/control,Energies,2020-10-13,29,7,10.3390/en13205315
0,2-s2.0-84991338176,Application of new method for distribution-wide assessment of Distributed Energy Resources,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,2016-07-22,12,7,10.1109/TDC.2016.7519994
0,2-s2.0-85041493309,Using an MVDC Link to Increase DG Hosting Capacity of a Distribution Network,Energy Procedia,2017-01-01,11,7,10.1016/j.egypro.2017.12.622
0,2-s2.0-85009452995,Hosting capacity of a university electrical grid considering the inclusion of wind-turbines for different background distortions,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2016-12-14,9,7,10.1109/ICHQP.2016.7783335
0,2-s2.0-85062867138,Hosting Capacity Enhancement of Electrical Distribution Systems under Sinusoidal and Non-Sinusoidal Conditions,"2018 20th International Middle East Power Systems Conference, MEPCON 2018 - Proceedings",2019-02-04,25,7,10.1109/MEPCON.2018.8635218
0,2-s2.0-85007576257,Assessment of the MV/LV on-load tap changer technology as a way to increase LV hosting capacity for photovoltaic power generators,IET Conference Publications,2016-01-01,4,7,10.1049/cp.2016.0644
0,2-s2.0-85034791984,Sensitivity analysis of the CIGRE distribution network benchmark according to the large scale connection of renewable energy generators,"2017 IEEE Manchester PowerTech, Powertech 2017",2017-07-13,23,7,10.1109/PTC.2017.7981041
0,2-s2.0-85049249055,Hosting capacity evaluation in networks with parameter uncertainties,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2018-06-08,19,7,10.1109/ICHQP.2018.8378891
0,2-s2.0-85056886535,Monte Carlo Procedure to Evaluate the E-mobility Impact on the Electric Distribution Grid,"2018 International Conference of Electrical and Electronic Technologies for Automotive, AUTOMOTIVE 2018",2018-10-15,40,7,10.23919/EETA.2018.8493169
0,2-s2.0-85138728275,Using measurements to increase the accuracy of hosting capacity calculations,CIRED - Open Access Proceedings Journal,2017-10-01,6,7,10.1049/oap-cired.2017.0316
0,2-s2.0-85034731977,Hosting capacity for photovoltaic inverters considering voltage unbalance,"2017 IEEE Manchester PowerTech, Powertech 2017",2017-07-13,18,7,10.1109/PTC.2017.7981274
0,2-s2.0-85065497229,A decentralized architecture based on cooperative dynamic agents for online voltage regulation in smart grids,Energies,2019-01-01,41,7,10.3390/en12071386
0,2-s2.0-85014059939,Hosting capacity of the grid for wind generators set by voltage magnitude and distortion levels,IET Conference Publications,2016-01-01,39,6,10.1049/cp.2016.1062
0,2-s2.0-85092438624,Volt-var curve reactive power control requirements and risks for feeders with distributed roof-top photovoltaic systems,Energies,2020-09-01,30,6,10.3390/en13174303
0,2-s2.0-85060778680,An Iterative Approach to Improve PV Hosting Capacity for a Remote Community,IEEE Power and Energy Society General Meeting,2018-12-21,23,6,10.1109/PESGM.2018.8586196
0,2-s2.0-85086474378,Use of EV hosting capacity for management of low-voltage distribution systems,"IET Generation, Transmission and Distribution",2020-07-03,29,6,10.1049/iet-gtd.2019.1791
0,2-s2.0-85079054804,Feeder Impact Assessment of Smart Inverter Settings to Support High PV Penetration in California,IEEE Power and Energy Society General Meeting,2019-08-01,15,6,10.1109/PESGM40551.2019.8974016
0,2-s2.0-85100852128,State of Charge Influence on the Harmonic Distortion from Electric Vehicle Charging,IEEE Transactions on Industry Applications,2021-05-01,30,6,10.1109/TIA.2021.3057350
0,2-s2.0-85072740703,Evaluating the Potential of Hosting Capacity Enhancement Using Integrated Grid Planning modeling Methods,Energies,2019-09-21,42,6,10.3390/en12193610
0,2-s2.0-85086141596,Time-series PV hosting capacity assessment with storage deployment,Energies,2020-05-01,47,6,10.3390/en13102524
0,2-s2.0-85078902020,Innovative measures for integrating renewable energy in the German medium-voltage grids,Energy Reports,2020-11-01,39,6,10.1016/j.egyr.2019.12.028
0,2-s2.0-85084362332,Increasing Hosting Capacity of Distribution Networks by Microgrid Reactive Power Management,"2020 IEEE International Conference on Power Electronics, Smart Grid and Renewable Energy, PESGRE 2020",2020-01-01,13,6,10.1109/PESGRE45664.2020.9070727
0,2-s2.0-84964489689,Hosting capacity of LV networks with extended voltage band,"Proceedings - 2015 International Symposium on Smart Electric Distribution Systems and Technologies, EDST 2015",2015-11-02,26,6,10.1109/SEDST.2015.7315265
0,2-s2.0-85059895498,Practical Data-Driven Methods to Improve the Accuracy and Detail of Hosting Capacity Analysis,"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion, WCPEC 2018 - A Joint Conference of 45th IEEE PVSC, 28th PVSEC and 34th EU PVSEC",2018-11-26,9,6,10.1109/PVSC.2018.8547693
0,2-s2.0-85111980600,A novel framework for hosting capacity analysis with spatio-temporal probabilistic voltage sensitivity analysis,International Journal of Electrical Power and Energy Systems,2022-01-01,33,6,10.1016/j.ijepes.2021.107426
0,2-s2.0-85075562978,Probabilistic methodology for calculating PV hosting capacity in LV networks using actual building roof data,Energies,2019-01-01,38,6,10.3390/en12214086
0,2-s2.0-85009476004,Determining the harmonic hosting capacity of PV sources for a university campus,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2016-12-14,7,6,10.1109/ICHQP.2016.7783371
0,2-s2.0-84906088724,Voltage control on LV distribution network: Local regulation strategies for DG exploitation,"Research Journal of Applied Sciences, Engineering and Technology",2014-01-01,35,6,10.19026/rjaset.7.880
0,2-s2.0-85055023389,Fast screening approach to estimate the hosting capacity of rooftop PV generators in electric power distribution systems,International Transactions on Electrical Energy Systems,2019-03-01,34,6,10.1002/etep.2740
0,2-s2.0-85097064021,"Distribution networks measured background voltage variations, probability distributions characterization and Solar PV hosting capacity estimations",Electric Power Systems Research,2021-03-01,33,6,10.1016/j.epsr.2020.106979
0,2-s2.0-84961615448,PV-induced low voltage and mitigation options,"2015 IEEE 42nd Photovoltaic Specialist Conference, PVSC 2015",2015-12-14,10,6,10.1109/PVSC.2015.7356250
0,2-s2.0-85104017982,Robust Optimization of Distributed Photovoltaic Hosting Capacity of Active Distribution Network with Soft Open Point 含智能软开关的主动配电网分布式光伏准入容量鲁棒优化,Dianli Xitong Zidonghua/Automation of Electric Power Systems,2021-04-10,28,6,10.7500/AEPS20200916002
0,2-s2.0-85100479511,Techno-Economic Assessment of Flexibility Options Versus Grid Expansion in Distribution Grids,IEEE Transactions on Power Systems,2021-09-01,36,6,10.1109/TPWRS.2021.3055457
0,2-s2.0-85076164384,"Theoretical and experimental study to determine voltage violation, reverse electric current and losses in prosumers connected to low-voltage power grid",Energies,2019-01-01,22,6,10.3390/en12234568
